issue,record_type,record_id,venue_name,operator,what_the_pipeline_produced,source,snippet
"No matching venue_id in candidate list. Trinity Services Group of Oldsmar, Florida took over in September (2016). Five-year contract renewable annually with 3% annual price escalators. 2017 cost is $1,985,529. Operator not on known crosswalk list.",event,ev_8c55b6dc2f6bc177,El Paso County Criminal Justice Center,Trinity Services Group,won on 2016-09-01 (confidence 0.92),|Colorado Springs Independent; Colorado Springs | 2017-02-07,"… you're looking to lose weight fast, you might try spending a couple of months at the El Paso County Criminal Justice Center. The food, apparently, is so bad - and servings so skimpy - that many inmates report losing 10, 20 and even 30 pounds in a matter of we…"
"No matching venue_id in candidate list. Venue is An Bhialann, a 720-seat restaurant on NUI Galway's campus in Ireland — not a US venue. Contract value stated as EUR 2 million per year (not converted to USD since it's in euros and annual, not total). Article says this is Sodexo's 'first Irish university catering contract'. Event date not explicitly stated; article published 2016-11-03.",event,ev_7ed47775d4e71816,An Bhialann,Sodexo,won on ? (confidence 0.85),|The Daily Mirror; London (UK) | 2016-11-03,"… on-site at one of Ireland's oldest and largest universities. The company will manage An Bhialann, the 720-seater restaurant that forms the heart of NUI Galway's on-campus catering offer. With over 17,000 students and more than 2,400 staff, NUI Galway has buil…"
"No matching venue_id in candidates — University of Toronto St. George campus is in Toronto, Canada, not a US venue. Article states in January 2016 U of T announced it would not renew its contract with Aramark, which had operated for over 10 years. This is a Canadian university, not a US stadium/arena/convention center.",event,ev_2c9adfc73a07f5c3,University of Toronto,Aramark,lost on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
"No matching venue_id in candidates. Article is about Northwest Missouri State University in Maryville, MO, not University of Minnesota. The contract is for total facility management services (maintenance, custodial, landscaping, energy management, etc.), not food-service concessions. The university is taking these services in-house effective April 3, 2017. This may not be a food-service contract at all — needs review. The Aramark relationship dates back more than 30 years.",event,ev_71ed24575f11b40f,Northwest Missouri State University,Aramark,self_op on 2017-04-03 (confidence 0.85),|University Wire; Carlsbad | 2017-01-18,"Publication: Northwestern Missourian, Northwest Missouri State University, Maryville MO. University officials announced the upcoming termination of a contract with Aramark, a relationship dating back more than 30 years. Northwest President John Jasinski announ…"
"No matching venue_id in candidates. Article says Aramark was approved by the Board of Trustees to become Temple University's main food service provider on a 15-year contract. The venue is Temple University's campus dining, not a stadium/arena. Needs review for venue matching.",event,ev_bc749ab7924913cc,Temple University,Aramark,won on 2016-10-11 (confidence 0.9),|University Wire; Carlsbad | 2016-10-11,"Publication: Temple News, Temple University, Philadelphia PA. President Richard Englert (left), Board Chairman Patrick O'Connor and Vice Chairman H.F. ""Gerry"" Lenfest. | BRIANNA SPAUSE/THE TEMPLE NEWS Temple's acting president Richard Englert was named to the …"
No matching venue_id in candidates. Sodexo had been Temple's food provider for 28 years with contract set to expire July 1 (2017). Replaced by Aramark. Needs review for venue matching.,event,ev_ec60d67dd3be98e5,Temple University,Sodexo,lost on 2017-07-01 (confidence 0.85),|University Wire; Carlsbad | 2016-10-11,"Publication: Temple News, Temple University, Philadelphia PA. President Richard Englert (left), Board Chairman Patrick O'Connor and Vice Chairman H.F. ""Gerry"" Lenfest. | BRIANNA SPAUSE/THE TEMPLE NEWS Temple's acting president Richard Englert was named to the …"
"No matching venue_id in candidates. U of T took food service in-house on St. George campus after not renewing Aramark contract. Announced January 2016. Canadian university, not a US venue. Article says Scarborough and Mississauga campuses stayed with third-party service.",event,ev_0d84f3aac24baa25,University of Toronto,University of Toronto,self_op on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
"No matching venue_id — Michigan prison system, not a stadium/arena. Article says 'In 2015, the state of Michigan and Aramark agreed to end their $145 million, three-year contract 18 months early.' Reported via Detroit Free Press. The contract ended by mutual agreement.",event,ev_2bc9eb9a44038b70,Michigan Department of Corrections,Aramark,lost on 2015-01-01 (confidence 0.75),"|The Tennessean; Nashville, Tenn. | 2016-08-08","…ll, but the Michigan contract didn't work out. ""Regrettably, the partnership with the Michigan Department of Corrections (MDOC) did not work out as both sides hoped, and that was disappointing. We are proud to have served the state during a major groundbreakin…"
"No matching venue_id — University of Toronto St. George campus is a Canadian university, not in our venue list. Article states in January 2016 U of T announced it would not renew its contract with Aramark, which had operated for over 10 years. Aramark's contract was not renewed (lost to self-operation).",event,ev_f587c1b0c7582dbc,University of Toronto,Aramark,lost on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
"No matching venue_id — University of Toronto St. George campus is a Canadian university. Article states U of T announced in January 2016 it would provide food services independently across the entire St. George campus, replacing Aramark. Self-operation only applies to St. George campus; Scarborough and Mississauga campuses remain with third-party service.",event,ev_3d844a0a15b3ac55,University of Toronto,University of Toronto,self_op on 2016-01-01 (confidence 0.9),|Maclean's; Toronto | 2016-11-07,"… fresh and locally sourced Jaco Lokker and his head chefs stand around a table at the University of Toronto's Chestnut Residence kitchen, looking at halves of sandwiches. All summer they have been developing recipes and menus. ""I personally don't believe Russi…"
"No matching venue_id — state prison system, not a stadium/arena. TRICOR is a state rehabilitation agency, not a standard food-service operator. The article says the food service contract with TRICOR 'will come to an end' and Aramark replaces them. Contract not yet finalized at article date.",event,ev_874a10d680f7405a,Tennessee Department of Correction,TRICOR,lost on 2016-10-01 (confidence 0.7),"|The Tennessean; Nashville, Tenn. | 2016-08-08","After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
"No matching venue_id — this is a state prison system food services contract, not a stadium/arena. The article says 'the department plans to award' and 'expected start date for food delivery will be October 1, 2016' — the contract had not yet been finalized at article date, but the department announced Aramark as the chosen provider. The contract and its finalization were still pending negotiation. Borderline between a decided award and a pending decision.",event,ev_22f81347b12bfe06,Tennessee Department of Correction,Aramark,won on 2016-10-01 (confidence 0.72),"|The Tennessean; Nashville, Tenn. | 2016-08-08","After opting to end its relationship with a troubled state-based food provider, the Tennessee Department of Correction chose a company with its own history of issues as its replacement. The department plans to award its food services contract to Aramark, a mas…"
